Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,Record Number
0.44,0.325,0.08,0.413,0.144,0.1015,0.13,8,1056
0.515,0.405,0.14,0.8505,0.312,0.146,0.315,17,967
0.52,0.405,0.14,0.6915,0.276,0.137,0.215,11,401
0.5,0.39,0.13,0.709,0.275,0.168,0.18,11,1606
0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,9,1826
0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,16,3878
0.37,0.275,0.08,0.227,0.093,0.0625,0.07,8,1401
0.54,0.415,0.13,0.8245,0.272,0.226,0.24,13,3646
0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,11,600
0.565,0.44,0.175,1.122,0.393,0.2,0.375,20,4321
0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,14,2438
0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,14,109
0.605,0.49,0.145,1.3,0.517,0.3285,0.31,14,251
0.59,0.455,0.165,1.161,0.38,0.2455,0.28,12,4250
0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18,2569
0.57,0.42,0.155,1.008,0.377,0.193,0.34,13,4789
0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,8,2335
0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,14,662
0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13,3505
0.39,0.285,0.095,0.271,0.11,0.06,0.08,8,1877
0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,12,1598
0.54,0.415,0.175,0.8975,0.275,0.241,0.275,14,2658
0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14,3617
0.355,0.26,0.09,0.1925,0.077,0.038,0.065,8,4141
0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,13,112
0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11,4361
0.5,0.385,0.145,0.7615,0.246,0.195,0.204,14,2453
0.49,0.39,0.135,0.592,0.242,0.096,0.1835,15,4883
0.44,0.325,0.115,0.39,0.163,0.087,0.113,7,3100
0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10,3439
0.475,0.38,0.145,0.57,0.167,0.118,0.187,11,2869
0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,8,1306
0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,9,4958
0.45,0.36,0.16,0.567,0.174,0.1245,0.225,12,401
0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15,4426
0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,12,3250
0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,15,4744
0.54,0.41,0.145,0.989,0.2815,0.213,0.355,19,981
0.48,0.39,0.125,0.6905,0.219,0.155,0.2,12,2146
0.33,0.26,0.08,0.2,0.0625,0.05,0.07,9,2923
0.285,0.21,0.07,0.109,0.044,0.0265,0.033,5,3596
0.3,0.23,0.075,0.127,0.052,0.03,0.0345,6,1534
0.31,0.24,0.105,0.2885,0.118,0.065,0.083,6,3423
0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,6,2774
0.375,0.3,0.075,0.144,0.059,0.03,0.044,7,3566
0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,7,724
0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,6,323
0.415,0.315,0.09,0.3625,0.175,0.0835,0.093,6,734
0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8,3468
0.425,0.31,0.105,0.365,0.159,0.0825,0.105,6,932
0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8,3147
0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,8,3498
0.47,0.37,0.11,0.5555,0.25,0.115,0.163,8,512
0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,8,4249
0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,10,2132
0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,7,997
0.5,0.4,0.13,0.7715,0.37,0.16,0.211,8,4317
0.505,0.39,0.185,0.6125,0.267,0.142,0.172,7,1677
0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,9,305
0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9,3860
0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11,2012
0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,9,1291
0.58,0.46,0.18,1.145,0.48,0.277,0.325,11,468
0.59,0.455,0.16,1.09,0.5,0.2215,0.292,9,501
0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9,2412
0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10,456
0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,9,3397
0.6,0.5,0.155,1.332,0.6235,0.2835,0.35,8,4749
0.6,0.485,0.165,1.1405,0.587,0.2175,0.288,9,1243
0.605,0.475,0.175,1.201,0.5395,0.275,0.309,10,1966
0.625,0.49,0.155,1.33,0.6675,0.259,0.33,10,3292
0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10,3846
0.64,0.585,0.195,1.647,0.7225,0.331,0.471,12,4524
0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11,1864
0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,12,126
0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,11,4697
0.66,0.535,0.2,1.791,0.733,0.318,0.54,15,4510
0.675,0.555,0.205,1.925,0.713,0.358,0.4535,13,633
0.675,0.55,0.175,1.689,0.694,0.371,0.474,13,1450
0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,9,1350
0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,14,1345
0.7,0.525,0.19,1.6015,0.707,0.365,0.43,10,287
0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10,1925
0.205,0.15,0.065,0.04,0.02,0.011,0.013,4,3152
0.225,0.17,0.07,0.0565,0.024,0.013,0.016,4,514
0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,5,922
0.275,0.195,0.07,0.0875,0.0345,0.022,0.0255,4,3247
0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5,4398
0.28,0.22,0.08,0.1315,0.066,0.024,0.03,5,788
0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,6,342
0.31,0.225,0.075,0.155,0.065,0.037,0.0365,6,3000
0.315,0.235,0.07,0.149,0.058,0.0325,0.047,7,4578
0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,7,230
0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,6,3677
0.38,0.285,0.085,0.237,0.115,0.0405,0.07,6,4478
0.39,0.295,0.1,0.279,0.1155,0.059,0.08,7,1549
0.405,0.31,0.065,0.3205,0.1575,0.066,0.088,6,4508
0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,7,1334
0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,7,4490
0.44,0.345,0.115,0.545,0.269,0.111,0.1305,6,4100
0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,6,908
0.44,0.355,0.12,0.495,0.231,0.11,0.125,7,3034
0.45,0.35,0.125,0.4775,0.2235,0.089,0.118,6,4933
0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,8,3198
0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,7,4351
0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,6,1939
0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,7,3533
0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6,1570
0.465,0.355,0.11,0.474,0.23,0.1005,0.12,7,2775
0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,9,538
0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7,1246
0.475,0.355,0.105,0.468,0.201,0.1115,0.12,8,4266
0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,8,1493
0.5,0.375,0.145,0.6215,0.274,0.166,0.1485,7,2965
0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7,2260
0.505,0.385,0.12,0.6005,0.239,0.142,0.185,7,839
0.515,0.395,0.12,0.646,0.285,0.1365,0.172,9,4196
0.525,0.415,0.135,0.7945,0.394,0.189,0.202,7,3109
0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,8,2471
0.53,0.42,0.17,0.828,0.41,0.208,0.1505,6,4562
0.53,0.41,0.14,0.681,0.3095,0.1415,0.1835,6,1881
0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,8,2992
0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,9,947
0.55,0.425,0.125,0.964,0.5475,0.159,0.215,8,3872
0.555,0.425,0.14,0.963,0.44,0.224,0.24,7,4163
0.57,0.445,0.15,0.995,0.504,0.185,0.2505,9,861
0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8,4415
0.575,0.45,0.155,0.948,0.429,0.206,0.259,7,2166
0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8,4359
0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,8,717
0.59,0.465,0.14,1.046,0.4695,0.263,0.263,7,3780
0.595,0.47,0.155,1.1775,0.542,0.269,0.31,9,3419
0.595,0.465,0.15,1.0765,0.491,0.22,0.287,9,82
0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,11,2691
0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248,8,3526
0.6,0.46,0.15,1.235,0.6025,0.274,0.29,8,356
0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,9,3438
0.61,0.48,0.15,1.1495,0.564,0.274,0.264,8,2332
0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,10,273
0.615,0.5,0.165,1.327,0.6,0.3015,0.355,10,3425
0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8,1177
0.62,0.51,0.175,1.2705,0.5415,0.323,0.3225,9,3834
0.62,0.485,0.175,1.2155,0.545,0.253,0.345,10,1802
0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9,2027
0.625,0.48,0.17,1.3555,0.671,0.268,0.3385,10,1663
0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,9,3322
0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,8,570
0.63,0.495,0.2,1.4255,0.659,0.336,0.38,11,1249
0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,9,4811
0.63,0.48,0.165,1.286,0.604,0.271,0.35,8,442
0.635,0.495,0.18,1.596,0.617,0.317,0.37,11,956
0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11,1520
0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,9,4308
0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,12,3447
0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,9,4308
0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,9,3111
0.69,0.545,0.205,1.933,0.7855,0.429,0.498,13,4150
0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,8,580
0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,10,2791
0.695,0.525,0.175,1.742,0.696,0.389,0.505,12,884
0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,13,4452
0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,10,610
0.765,0.585,0.18,2.398,1.128,0.512,0.5335,12,4352
0.77,0.6,0.215,2.1945,1.0515,0.482,0.584,10,4941
0.22,0.16,0.05,0.049,0.0215,0.01,0.015,4,2756
0.275,0.205,0.07,0.1055,0.495,0.019,0.0315,5,27
0.29,0.21,0.06,0.1045,0.0415,0.022,0.035,5,3797
0.33,0.24,0.075,0.163,0.0745,0.033,0.048,6,1948
0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6,4440
0.375,0.29,0.1,0.219,0.0925,0.038,0.075,6,4606
0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,8,4288
0.425,0.33,0.115,0.3265,0.1315,0.077,0.103,6,2346
0.425,0.34,0.1,0.3515,0.1625,0.082,0.094,7,729
0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,7,1011
0.44,0.34,0.1,0.407,0.209,0.0735,0.103,7,4395
0.44,0.335,0.115,0.4215,0.173,0.0765,0.113,7,3106
0.46,0.345,0.11,0.3755,0.1525,0.058,0.125,7,619
0.46,0.37,0.12,0.5335,0.2645,0.108,0.1345,6,874
0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,7,3003
0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123,7,791
0.475,0.375,0.115,0.5205,0.233,0.119,0.1455,7,2031
0.485,0.375,0.13,0.5535,0.266,0.112,0.157,8,3933
0.49,0.375,0.125,0.5445,0.279,0.115,0.13,8,1846
0.49,0.38,0.11,0.554,0.2935,0.1005,0.15,8,3046
0.495,0.38,0.12,0.512,0.233,0.1205,0.136,7,3376
0.5,0.39,0.125,0.583,0.294,0.132,0.1605,8,3908
0.5,0.38,0.12,0.5765,0.273,0.135,0.145,9,4235
0.505,0.4,0.135,0.723,0.377,0.149,0.178,7,3075
0.51,0.395,0.155,0.5395,0.2465,0.1085,0.167,8,4674
0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,8,2149
0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,9,4314
0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,9,843
0.545,0.43,0.14,0.832,0.4355,0.17,0.201,9,956
0.545,0.42,0.145,0.778,0.3745,0.1545,0.205,7,2910
0.545,0.42,0.12,0.7865,0.403,0.185,0.17,7,4306
0.545,0.4,0.14,0.778,0.368,0.215,0.18,9,4900
0.55,0.42,0.13,0.636,0.294,0.144,0.1755,8,2092
0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,8,3301
0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,8,3720
0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,9,1810
0.57,0.45,0.18,0.908,0.4015,0.217,0.255,9,926
0.57,0.45,0.135,1.02,0.546,0.204,0.25,9,730
0.57,0.43,0.16,0.811,0.3875,0.159,0.2285,9,1014
0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,8,4486
0.58,0.455,0.13,0.852,0.41,0.1725,0.225,8,4790
0.585,0.45,0.15,0.938,0.467,0.203,0.225,7,2026
0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,8,3180
0.59,0.47,0.15,0.861,0.413,0.164,0.249,8,4548
0.59,0.46,0.14,1.004,0.496,0.2165,0.26,9,3659
0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,8,613
0.595,0.465,0.15,1.1005,0.5415,0.166,0.265,8,1814
0.595,0.47,0.165,1.108,0.4915,0.2325,0.3345,9,3705
0.595,0.46,0.14,0.852,0.4215,0.2255,0.227,9,3744
0.6,0.49,0.21,1.9875,1.005,0.419,0.491,10,1626
0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,10,421
0.615,0.475,0.17,1.055,0.543,0.246,0.2345,9,1028
0.615,0.45,0.15,1.198,0.707,0.2095,0.2505,7,1990
0.615,0.47,0.155,1.084,0.5885,0.209,0.246,9,1098
0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,10,4767
0.62,0.49,0.155,1.1,0.505,0.2475,0.31,9,2073
0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10,2596
0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345,11,3893
0.625,0.49,0.155,1.115,0.484,0.277,0.3095,9,4224
0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10,2033
0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37,11,3445
0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,10,1563
0.63,0.465,0.15,1.027,0.537,0.188,0.176,8,2221
0.645,0.515,0.16,1.1845,0.506,0.311,0.335,9,1559
0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,9,4295
0.645,0.52,0.18,1.285,0.5775,0.352,0.317,9,3957
0.65,0.515,0.125,1.1805,0.5235,0.283,0.3275,9,1664
0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,9,85
0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,10,4660
0.65,0.51,0.155,1.407,0.7215,0.298,0.335,9,4670
0.65,0.49,0.155,1.122,0.545,0.228,0.3055,9,4156
0.66,0.515,0.165,1.4465,0.694,0.298,0.3755,10,488
0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9,2712
0.67,0.5,0.2,1.269,0.576,0.2985,0.351,11,4648
0.67,0.51,0.18,1.68,0.926,0.2975,0.3935,13,4523
0.675,0.55,0.19,1.551,0.7105,0.3685,0.412,13,2440
0.68,0.52,0.165,1.4775,0.724,0.279,0.406,11,3252
0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,11,1398
0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,10,4413
0.7,0.55,0.2,1.523,0.693,0.306,0.4405,13,3746
0.725,0.53,0.19,1.7315,0.83,0.398,0.405,11,4489
0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,9,3326
0.735,0.57,0.175,1.88,0.9095,0.387,0.488,11,796
0.74,0.575,0.22,2.012,0.8915,0.5265,0.471,12,1845
0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,11,4996
0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3,4522
0.21,0.15,0.045,0.04,0.0135,0.008,0.0105,4,3824
0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,4,51
0.29,0.215,0.065,0.0985,0.0425,0.021,0.031,5,3607
0.335,0.25,0.08,0.167,0.0675,0.0325,0.0575,6,4480
0.34,0.245,0.085,0.2015,0.1005,0.038,0.053,6,4786
0.345,0.255,0.095,0.183,0.075,0.0385,0.06,6,2156
0.355,0.255,0.08,0.187,0.078,0.0505,0.058,7,1565
0.36,0.26,0.08,0.1795,0.074,0.0315,0.06,5,3090
0.37,0.275,0.09,0.2065,0.096,0.0395,0.058,7,3724
0.375,0.29,0.14,0.3,0.14,0.0625,0.0825,8,3084
0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,7,4230
0.385,0.3,0.125,0.343,0.1705,0.0735,0.081,7,4882
0.385,0.285,0.085,0.244,0.1215,0.0445,0.068,8,1296
0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,8,2814
0.4,0.305,0.1,0.3415,0.176,0.0625,0.0865,7,2456
0.405,0.305,0.1,0.271,0.0965,0.061,0.091,7,193
0.405,0.31,0.11,0.91,0.416,0.2075,0.0995,8,2482
0.405,0.305,0.1,0.268,0.1145,0.053,0.085,7,3752
0.405,0.3,0.09,0.2885,0.138,0.0635,0.0765,6,3298
0.41,0.315,0.1,0.3,0.124,0.0575,0.1,8,2504
0.41,0.325,0.11,0.326,0.1325,0.075,0.101,8,4481
0.415,0.335,0.1,0.358,0.169,0.067,0.105,7,3334
0.42,0.325,0.115,0.314,0.1295,0.0635,0.1,8,1678
0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,8,1088
0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,7,532
0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,9,296
0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,8,3324
0.45,0.335,0.095,0.3505,0.1615,0.0625,0.1185,7,1996
0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,8,3903
0.46,0.35,0.1,0.471,0.252,0.077,0.123,8,3702
0.46,0.345,0.105,0.415,0.187,0.087,0.11,8,2759
0.475,0.355,0.115,0.5195,0.279,0.088,0.1325,7,1334
0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,11,3184
0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,8,3827
0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,8,768
0.49,0.365,0.125,0.5585,0.252,0.126,0.1615,10,3034
0.505,0.385,0.125,0.596,0.245,0.097,0.21,9,1650
0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,9,1495
0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,8,698
0.515,0.395,0.135,0.516,0.2015,0.132,0.162,9,581
0.515,0.41,0.14,0.7355,0.3065,0.137,0.2,7,1238
0.515,0.39,0.11,0.531,0.2415,0.098,0.1615,8,1196
0.525,0.385,0.13,0.607,0.2355,0.125,0.195,8,2752
0.525,0.415,0.15,0.7055,0.329,0.147,0.199,10,1766
0.525,0.4,0.13,0.6445,0.345,0.1285,0.2,8,3559
0.525,0.375,0.12,0.6315,0.3045,0.114,0.19,9,4946
0.535,0.43,0.155,0.7845,0.3285,0.169,0.245,10,4382
0.545,0.44,0.15,0.9475,0.366,0.239,0.275,8,2519
0.55,0.43,0.145,0.712,0.3025,0.152,0.225,10,2199
0.55,0.425,0.145,0.89,0.4325,0.171,0.236,10,455
0.55,0.42,0.155,0.912,0.495,0.1805,0.205,9,3221
0.55,0.425,0.135,0.656,0.257,0.17,0.203,10,643
0.55,0.465,0.15,0.936,0.481,0.174,0.2435,9,2468
0.555,0.435,0.145,0.6975,0.262,0.1575,0.24,11,1032
0.555,0.445,0.175,1.1465,0.551,0.244,0.2785,8,2430
0.56,0.44,0.14,0.825,0.402,0.139,0.245,10,2820
0.56,0.435,0.135,0.72,0.329,0.103,0.251,11,1640
0.565,0.43,0.15,0.8215,0.332,0.1685,0.29,11,2249
0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,10,2983
0.575,0.435,0.155,0.8975,0.4115,0.2325,0.23,9,1063
0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265,10,1868
0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,11,2030
0.58,0.425,0.15,0.844,0.3645,0.185,0.2705,9,1436
0.585,0.46,0.145,0.8465,0.339,0.167,0.295,10,707
0.585,0.465,0.165,0.885,0.4025,0.1625,0.274,10,4111
0.585,0.42,0.145,0.6735,0.2895,0.1345,0.22,9,3663
0.585,0.455,0.13,0.8755,0.411,0.2065,0.225,8,593
0.59,0.47,0.145,0.9235,0.4545,0.173,0.254,9,550
0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,10,1202
0.595,0.475,0.14,1.0305,0.4925,0.217,0.278,10,4383
0.6,0.48,0.09,1.05,0.457,0.2685,0.28,8,366
0.6,0.495,0.185,1.1145,0.5055,0.2635,0.367,11,3785
0.6,0.45,0.145,0.877,0.4325,0.155,0.24,9,4172
0.6,0.51,0.185,1.285,0.6095,0.2745,0.315,9,2233
0.61,0.48,0.185,1.3065,0.6895,0.2915,0.29,10,345
0.61,0.45,0.13,0.8725,0.389,0.1715,0.272,11,601
0.615,0.46,0.15,1.0265,0.4935,0.201,0.2745,10,4057
0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307,9,2661
0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324,10,1284
0.625,0.5,0.14,1.096,0.5445,0.2165,0.295,10,3786
0.625,0.49,0.165,1.205,0.5175,0.3105,0.3465,10,1999
0.63,0.505,0.175,1.221,0.555,0.252,0.34,12,589
0.63,0.475,0.155,1.0005,0.452,0.252,0.265,10,4496
0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115,12,1329
0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465,10,4586
0.64,0.505,0.155,1.1955,0.5565,0.211,0.346,11,3636
0.64,0.485,0.15,1.098,0.5195,0.222,0.3175,10,1003
0.64,0.495,0.17,1.139,0.5395,0.282,0.285,10,4346
0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,11,3374
0.64,0.515,0.08,1.042,0.515,0.1755,0.175,10,4859
0.65,0.52,0.155,1.368,0.6185,0.288,0.365,9,2839
0.65,0.51,0.175,1.446,0.6485,0.2705,0.45,12,2722
0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,9,2331
0.66,0.525,0.2,1.463,0.6525,0.2995,0.422,11,326
0.675,0.525,0.17,1.711,0.8365,0.352,0.475,9,2838
0.7,0.54,0.205,1.74,0.7885,0.373,0.4865,13,1732
0.705,0.54,0.205,1.757,0.8265,0.417,0.461,9,770
0.71,0.565,0.2,1.601,0.706,0.321,0.45,11,2861
0.72,0.55,0.205,2.165,1.1055,0.525,0.404,10,4931
0.725,0.57,0.19,2.3305,1.253,0.541,0.52,9,2267
0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155,5,772
0.255,0.195,0.055,0.0725,0.0285,0.017,0.021,4,791
0.275,0.2,0.055,0.0925,0.038,0.021,0.026,4,2027
0.32,0.235,0.09,0.183,0.098,0.0335,0.042,7,4692
0.325,0.24,0.075,0.1525,0.072,0.0645,0.043,6,3377
0.33,0.225,0.075,0.187,0.0945,0.0395,0.0425,7,4706
0.36,0.27,0.09,0.232,0.12,0.0435,0.056,8,2182
0.375,0.265,0.095,0.196,0.085,0.042,0.0585,5,732
0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675,6,139
0.39,0.29,0.09,0.2625,0.117,0.054,0.077,7,752
0.45,0.335,0.105,0.362,0.1575,0.0795,0.1095,7,4271
0.455,0.35,0.105,0.4445,0.213,0.107,0.1115,7,876
0.46,0.365,0.115,0.511,0.2365,0.118,0.123,7,3427
0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405,8,2118
0.5,0.365,0.13,0.5945,0.309,0.1085,0.1535,9,3857
0.5,0.375,0.12,0.529,0.2235,0.123,0.16,8,1204
0.52,0.4,0.105,0.872,0.4515,0.1615,0.1985,9,1455
0.52,0.395,0.145,0.77,0.424,0.142,0.1895,7,1842
0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,9,4508
0.535,0.405,0.14,0.818,0.402,0.1715,0.189,7,4084
0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,9,3436
0.54,0.415,0.15,0.8115,0.3875,0.1875,0.2035,9,4501
0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,8,749
0.57,0.42,0.14,0.8745,0.416,0.165,0.25,8,116
0.58,0.445,0.16,0.984,0.49,0.201,0.27,9,3956
0.58,0.445,0.135,0.95,0.484,0.182,0.2325,8,4460
0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595,9,2110
0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,10,4869
0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31,9,4922
0.595,0.435,0.16,1.057,0.4255,0.224,0.31,9,2864
0.6,0.475,0.175,1.11,0.5105,0.256,0.285,9,3870
0.6,0.45,0.16,1.142,0.539,0.225,0.307,10,4060
0.605,0.475,0.19,1.1255,0.59,0.247,0.26,10,170
0.62,0.48,0.17,1.1045,0.535,0.25,0.287,10,1941
0.625,0.475,0.175,1.3405,0.656,0.283,0.337,10,47
0.625,0.5,0.13,1.082,0.5785,0.2045,0.25,8,3432
0.625,0.485,0.16,1.254,0.591,0.259,0.3485,9,2279
0.63,0.49,0.165,1.2005,0.575,0.273,0.294,10,1605
0.63,0.485,0.16,1.243,0.623,0.275,0.3,10,2317
0.635,0.51,0.185,1.286,0.526,0.295,0.4105,12,635
0.645,0.49,0.16,1.1665,0.4935,0.3155,0.299,9,3740
0.645,0.49,0.16,1.144,0.5015,0.289,0.319,8,2088
0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,11,1098
0.655,0.515,0.155,1.309,0.524,0.346,0.385,11,643
0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,11,4964
0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,11,2323
0.695,0.54,0.195,1.691,0.768,0.363,0.4755,11,2884
0.72,0.565,0.18,1.719,0.8465,0.407,0.3875,11,1489
0.72,0.55,0.18,1.52,0.637,0.325,0.435,10,3523
0.72,0.565,0.17,1.613,0.723,0.3255,0.4945,12,794
0.735,0.57,0.21,2.2355,1.1705,0.463,0.5315,10,4820
0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505,11,3574
0.31,0.23,0.07,0.1245,0.0505,0.0265,0.038,6,4586
0.315,0.235,0.075,0.1285,0.051,0.028,0.0405,4,2784
