Year,Rank,Company,Revenue (in millions),Profit (in millions)
1977,173,Control Data,1331,48.6
1977,174,Manville,1308.8,53.4
1977,175,NL Industries,1285.5,58.8
1977,176,Heublein,1282.5,73.1
1977,177,Walter Industries,1271.9,71
1977,178,Coltec Industries,1266.5,61.6
1977,179,Northrop Grumman,1265,36.3
1977,180,Clark Equipment,1261,68.1
1977,181,Imcera Group,1260,135.4
1977,182,White Consolidated Industries,1248.1,51.5
1977,183,Land O'Lakes,1241.6,N.A.
1977,184,Kidde,1233,61.5
1977,185,Gould,1225.4,66
1977,186,Levi Strauss,1219.7,104.8
1977,187,Studebaker-Worthington,1216.6,50.2
1977,188,Squibb,1214.5,108.2
1977,189,Martin Marietta,1213.1,78.5
1977,190,Koppers,1189.2,66.8
1977,191,AMAX,1170.5,150.1
1977,192,Charter,1157.8,16.9
1977,193,Quantum Chemical,1156.4,90.3
1977,194,Ethyl,1154.2,69.1
1977,195,Rohm & Haas,1152.5,-11.8
1977,196,Genesco,1135.1,15.9
1977,197,Oscar Mayer,1133.1,33.4
1977,198,Amstar,1118.5,43.4
1977,199,Carrier,1111.9,34.7
1977,200,Hewlett-Packard,1111.6,90.8
1977,201,AMF,1111.4,38.2
1977,202,Emhart,1106.3,44
1977,203,Asarco,1103.7,42.3
1977,204,Stauffer Chemical,1100,113
1977,205,Sterling Drug,1095.8,82.8
1977,206,Hormel Foods,1094.8,14.7
1977,207,United Merchants & Mfrs.,1089.2,-19.9
1977,208,Crane,1087.6,48
1977,209,Abbott Laboratories,1084.9,92.5
1977,210,Owens Corning,1079.2,71.8
1977,211,Commonwealth Oil Refining,1071.4,-32.1
1977,212,FINA,1071,45.5
1977,213,Tesoro,1070.1,28.8
1977,214,Foster Wheeler,1061.7,20.5
1977,215,Budd,1060.9,27.2
1977,216,GAF,1060.5,19.7
1977,217,Time Warner,1038.2,67.1
1977,218,Cummins,1030.5,58.6
1977,219,Corning,1025.9,83.7
1977,220,Pharmacia,1025.5,77.6
1977,221,Pennzoil,1021.4,167.7
1977,222,Kaiser Industries,1015.9,66.7
1977,223,Pet,1010.6,23.7
1977,224,McGraw-Edison,1007.4,56.5
1977,225,Union Camp,1003,118.6
1977,226,Williams,1002.6,61.2
1977,227,Paccar,1001.4,50.6
1977,228,Jos. Schlitz Brewing,1000,49.9
1977,229,Murphy Oil,986.4,48.9
1977,230,Armstrong Holdings,981.2,64.7
1977,231,Zenith Electronics,978.2,38.6
1977,232,Times Mirror,964.8,69.5
1977,233,USG,962.9,36.8
1977,234,Kennecott,956.3,8.8
1977,235,Revlon,955.6,81.5
1977,236,Sunbeam/Oster,953.8,33.5
1977,237,Container Corp. of America,953.3,64.1
1977,238,Sherwin-Williams,952,18.4
1977,239,Polaroid,950,79.7
1977,240,Phelps Dodge,942.4,43.4
1977,241,J.E. Seagram,939.8,32.2
1977,242,Chromalloy American,937.3,28.1
1977,243,Wheeling Pittsburgh,931.2,3.2
1977,244,Allegheny International,929.3,7
1977,245,Westvaco,922.4,56.8
1977,246,National Can,916.9,20.7
1977,247,Brunswick,914.9,41.7
1977,248,Crown Holdings,909.9,46.2
1977,249,Marmon Group,908.4,45.2
1977,250,Castle & Cooke,905,37.9
1977,251,Gold Kist Holdings,892.9,N.A.
1977,252,Diamond International,887.1,49.9
1977,253,Timken,884.4,60.9
1977,254,Schering-Plough,871.5,157.1
1977,255,Aeroquip-Vickers,871.5,58.9
1977,256,Brown Shoe,854.3,21
1977,257,Peabody Holding,849,30.8
1977,258,Tosco,848.3,8
1977,259,Great Northern Nekoosa,844.6,58.3
1977,260,BOC,837.4,54
1977,261,Warner Communications,826.8,61.2
1977,262,Clorox,822.1,27.3
1977,263,Staley Continental,819.4,37.7
1977,264,Air Products & Chem.,818.2,63.5
1977,265,Eltra,816.6,40.7
1977,266,MBPXL,814.7,6.5
1977,267,MCA,802.9,90.2
1977,268,Intl. Multifoods,800.8,16.4
1977,269,Kane-Miller,799.9,7
1977,270,Evans Products,781.3,30.4
1977,271,St. Joe Minerals,778.3,68.7
1977,272,Pennwalt Corp,777.3,34.9
1977,273,G.D. Searle,761.4,61.5
1977,274,Anderson Clayton,759.3,35.6
1977,275,Lever Brothers,753.4,12
1977,276,Black & Decker,748.2,42.4
1977,277,Chesebrough-Pond's,747,54.1
1977,278,Trans Union,746.7,43.2
1977,279,Richardson-Vicks,745.9,48.4
1977,280,Digital Equipment,736.3,73.4
1977,281,Blue Bell,730.4,56.6
1977,282,Akzona,728.6,5.6
1977,283,Liggett Group,719.2,36.2
1977,284,Lone Star Industries,718.9,27.2
1977,285,Premcor,718.4,9.4
1977,286,Whittaker,713.8,13.5
1977,287,WestPoint Stevens,713.5,26.9
1977,288,Eastern Gas & Fuel Associates,711.3,65.7
1977,289,Interlake,708.9,37.9
1977,290,Universal Leaf Tobacco,706.1,18
1977,291,Campbell Taggart,697.8,21.3
1977,292,Lear Siegler,694.3,25.4
1977,293,Hammermill Paper,689.9,22.8
1977,294,Baxter International,681.4,60.4
1977,295,Knight-Ridder,677.5,52.3
1977,296,US Pharmaceuticals,673.5,72
1977,297,Certainteed,665,36.6
1977,298,Reliance Electric,664.1,42.2
1977,299,General Host,652,-14.6
1977,300,Rexnord,634.9,36.2
1977,301,ACF Industries,631.1,34
1977,302,Joy Technologies,630.5,47.6
1977,303,Norton,629.9,27.5
1977,304,Anchor Hocking,628.7,27.4
1977,305,Avco,628.6,92.9
1977,306,Mohasco,624.5,13.8
1977,307,Scovill,624.3,22.2
1977,308,Potlatch,624.1,47.7
1977,309,Avnet,621.5,35.4
1977,310,A.O. Smith,619.5,17.2
1977,311,Springs Industries,617.5,15.1
1977,312,General Signal,616.6,31.3
1977,313,Carborundum,613.9,32.8
1977,314,National Gypsum,613.4,27.4
1977,315,Bemis,609.5,15.7
1977,316,Sperry & Hutchinson,607.4,24.1
1977,317,Newmont Mining,602.1,48.9
1977,318,Thiokol,601.8,-6.7
1977,319,Pabst Brewing,600.5,32.4
1977,320,Sundstrand,594.9,32.7
1977,321,Molson Coors Brewing,593.6,76.5
1977,322,Harsco,593.4,38
1977,323,McGraw-Hill,589.8,40.5
1977,324,Norin,586,-3
1977,325,Reichhold Chemicals,585.1,16.1
1977,326,Cone Mills,584.7,33.2
1977,327,R.R. Donnelley & Sons,584.5,41.7
1977,328,Hershey Foods,584.3,43.2
1977,329,Outboard Marine,581.9,27.3
1977,330,Cluett Peabody,580.7,17
1977,331,CBI Industries,577.1,55.9
1977,332,Apogent Technologies,576.4,27.2
1977,333,Tecumseh Products,573.8,35
1977,334,AM International,572.9,6.4
1977,335,Hoover,571.9,6.8
1977,336,Witco,566,23.1
1977,337,Cyclops Industries,565.2,11.4
1977,338,Louisiana-Pacific,562.3,40.4
1977,339,Stanley Works,561.6,27.4
1977,340,Cooper Industries,554.5,41.8
1977,341,GATX,554.4,33.2
1977,342,Baker Hughes,552.6,48.8
1977,343,Consolidated Aluminum,551.3,4.3
1977,344,Southwest Forest Industries,549.5,8.5
1977,345,Willamette Industries,546.1,41.7
1977,346,ConAgra Foods,546.1,20.4
1977,347,Pitney Bowes,539.2,20.8
1977,348,Tyco Laboratories,537.3,20.5
1977,349,Hartmarx,534.6,13.8
1977,350,Inmont,534.3,20.1
1977,351,M. Lowenstein,531.8,8.3
1977,352,Alumax,531.4,30.1
1977,353,Square D,528.8,44.3
1977,354,CF Industries,527.8,N.A.
1977,355,Indian Head,525.3,23.7
1977,356,AMP,522,52
1977,357,Figgie International,518.5,13.1
1977,358,Fairmont Foods,514.9,7.2
1977,359,Hunt International Resources,514.6,1.5
1977,360,Spencer Foods,514,1.2
1977,361,Harris,513.9,26.8
1977,362,Champion Spark Plug,513.8,45.3
1977,363,Thomas J. Lipton,513.1,27.7
1977,364,McLouth Steel,512,11
1977,365,Crown Central,511.7,12.1
1977,366,Hoerner Waldorf,511.3,32.9
1977,367,Becton Dickinson,509,40.7
1977,368,UV Industries,508.3,34.9
1977,369,Peavey,505.8,15.6
1977,370,Flintkote,503.9,8.2
1977,371,"Libby, McNeill & Libby",502.4,3.5
1977,372,Dan River,501.6,9.5
1977,373,Amsted Industries,498.5,34.2
1977,374,Revere Copper & Brass,498.4,2.2
1977,375,Dayco,493.7,12.4
1977,376,MacMillan,493.4,17.5
1977,377,Cessna Aircraft,493.1,29.7
1977,378,Ward Foods,486.5,-16.2
1977,379,Bucyrus-Erie,484.5,41.2
1977,380,Cook Industries,484.3,22.2
1977,381,National Service Industries,482.7,24.9
1977,382,Hygrade Food Products,481.1,3.3
1977,383,Texasgulf,480.5,62.9
1977,384,Sheller-Globe,480.5,20.8
1977,385,Saxon Industries,474.7,4.1
1977,386,Stokely-Van Camp,470.2,9
1977,387,Simmons,467.6,10.5
1977,388,Purex Industries,465.6,21.4
1977,389,Cabot,461,29.4
1977,390,Chemetron,460.8,13.4
1977,391,Bell & Howell,456.8,4.1
1977,392,Green Giant,455.4,5.7
1977,393,Cannon Mills,453.4,16
1977,394,New York Times,451.4,22.3
1977,395,Lubrizol,450.9,51
1977,396,NVF,450,12.9
1977,397,Miles Laboratories,449.7,16.2
1977,398,Cincinnati Milacron,448.4,10
1977,399,VF,448,21.5
1977,400,American Bakeries,447.6,5.3
1977,401,Cutler-Hammer,447.4,18.4
1977,402,Signode,445.8,25.4
1977,403,Gardner-Denver,443.3,19.9
1977,404,Fairchild Camera & Instrument,443.2,12.5
1977,405,Superior Oil,441.5,51.4
1977,406,Questor,439.4,6.9
1977,407,Joy Global,439.2,23.8
1977,408,Westmoreland Coal,438.8,48.2
1977,409,Trane,438.6,20.1
1977,410,Interstate Brands,437.7,3.7
1977,411,Kewanee Industries,437.2,35.4
1977,412,Federal-Mogul,436.9,26.2
1977,413,Quaker State,433,25.7
1977,414,Brockway,432.3,24.6
1977,415,Hobart,430.6,22.3
1977,416,Norris Industries,430.5,30
1977,417,H.P. Hood,429.8,3.1
1977,418,Kellwood,425.6,7.3
1977,419,Mapco,424.9,56.1
1977,420,Masco,423.2,47
1977,421,Rohr,421.9,-52.1
1977,422,Cameron Iron Works,421.8,46.7
1977,423,Ex-Cell-O,416.1,25.5
1977,424,Envirotech,416.1,10.7
1977,425,Midland-Ross,415.9,22.7
1977,426,Gannett,413.3,48
1977,427,Vulcan Materials,411.2,37.2
1977,428,American Hoist & Derrick,410.2,17.3
1977,429,Parker Hannifin,407.4,19.9
1977,430,Bluebird,401.5,3.9
1977,431,Eagle-Picher Industries,400.3,22.1
1977,432,Arvin Industries,399.7,26.9
1977,433,Ball,397,13.1
1977,434,Wheelabrator-Frye,394.2,18.3
1977,435,Inland Container,394,27.4
1977,436,Natomas,393.8,57.1
1977,437,Federal Paper Board,393.6,22.6
1977,438,Warnaco Group,393.5,-23.3
1977,439,Fleetwood Enterprises,391.9,10.2
1977,440,Collins & Aikman,391.7,19.3
1977,441,Rath Packing,388.9,-7.3
1977,442,Congoleum,388.3,15.7
1977,443,General Instrument,387.2,7.2
1977,444,Insilco,386.6,19.6
1977,445,Monfort of Colorado,386.5,-3.6
1977,446,Masonite,386.4,24.1
1977,447,Nalco Chemical,385.6,43.6
1977,448,Hughes Tool,383.4,39.7
1977,449,Jonathan Logan,381.6,12.1
1977,450,Flavorland Industries,379.7,4.1
1977,451,Ferro,376.5,20.1
1977,452,Washington Post,375.7,24.5
1977,453,Gerber Products,372.4,22.9
1977,454,Hyster,372.3,14
1977,455,Hanes,372.3,18.4
1977,456,Wm. Wrigley Jr.,370.2,30.8
1977,457,Tektronix,366.6,30.1
1977,458,General Cinema,365.3,17.1
1977,459,Thiokol,364.8,20.1
1977,460,Dairylea Cooperative,364.1,N.A.
1977,461,Hanna Mining,363.5,53.8
1977,462,Dover,362,31.2
1977,463,Avery Dennison,361.9,12.8
1977,464,Roper,360.4,11.2
1977,465,U.S. Filter,358.2,12.7
1977,466,H.K. Porter,356.2,8.9
1977,467,Nashua,356.2,8.6
1977,468,Belco Petroleum,355.8,31.4
1977,469,Frederick & Herrud,354.9,2.5
1977,470,Koehring,354.4,8.9
1977,471,Dow Corning,353.6,42.7
1977,472,Twentieth Century-Fox Film,351.5,10.7
1977,473,Applera,349.3,20.5
1977,474,GK Technologies,349.2,16.8
1977,475,Bausch & Lomb,349.1,15
1977,476,Handy & Harman,347.8,10.6
1977,477,Beech Aircraft,346.9,20.4
1977,478,Talley Industries,346.5,11.2
1977,479,Louisiana Land & Exploration,346.4,96.7
1977,480,Fieldcrest Cannon,345,12.4
1977,481,Memorex Telex,344.6,40.1
1977,482,Acco Industries,344.1,6.5
1977,483,Scott & Fetzer,343,22.9
1977,484,Olinkraft,341.9,33.6
1977,485,Varian Associates,341.6,9.4
1977,486,Mattel,340.9,25.6
1977,487,National Starch & Chemical,339.3,24.5
1977,488,Columbia Pictures Industries,338.5,11.5
1977,489,International Systems & Controls,338.1,8.4
1977,490,Household Manufacturing,337.3,19.4
1977,491,Curtiss-Wright,336.7,19.1
1977,492,Tyler,336.1,19.3
1977,493,Amtel,335.4,2.2
1977,494,Ecolab,335.2,19.8
1977,495,Idle Wild Foods,333.1,3.9
1977,496,Houdaille Industries,332.8,24.8
1977,497,Armstrong Rubber,329.4,8.6
1977,498,Peabody International,328,12.8
1977,499,Hoover Universal,327.9,18.1
1977,500,Foxboro,327.7,27.4
1978,1,General Motors,54961.3,3337.5
1978,2,Exxon Mobil,54126.2,2423
1978,3,Ford Motor,37841.5,1672.8
1978,4,Mobil,32125.8,1004.7
1978,5,Texaco,27920.5,930.8
1978,6,ChevronTexaco,20917.3,1016.4
1978,7,Intl. Business Machines,18133.2,2719.4
1978,8,Gulf Oil,17840,752
1978,9,General Electric,17518.6,1088.2
1978,10,Chrysler,16708.3,163.2
1978,11,ITT Industries,13145.7,550.7
1978,12,Amoco,13019.9,1011.6
1978,13,Atlantic Richfield,10969.1,701.5
1978,14,Shell Oil,10112.1,735.1
1978,15,U.S. Steel,9609.9,137.9
1978,16,DuPont,9434.8,545.1
1978,17,Conoco,8700.3,380.6
1978,18,AT&T Technologies,8134.6,490.1
1978,19,Tenneco Automotive,7440.3,426.9
1978,20,Procter & Gamble,7284.3,461.5
1978,21,Union Carbide,7036.1,385.1
1978,22,Goodyear Tire & Rubber,6627.8,205.8
1978,23,Sunoco,6418.1,361.9
1978,24,ConocoPhillips,6284.2,516.9
1978,25,Dow Chemical,6234.3,555.7
1978,26,CBS,6137.7,250.8
1978,27,Occidental Petroleum,6006,217.9
1978,28,Navistar International,5975.1,203.7
1978,29,Eastman Kodak,5967,643.4
1978,30,RCA,5880.9,247
1978,31,Rockwell Automation,5858.7,144.1
1978,32,Caterpillar,5848.9,445.1
1978,33,Unocal,5668.5,334.2
1978,34,United Technologies,5550.7,196
1978,35,Bethlehem Steel,5370,-448.2
1978,36,Beatrice,5288.6,182.6
1978,37,Esmark,5280.2,67
1978,38,Kraft,5238.8,154.1
1978,39,Xerox,5076.9,406.6
1978,40,General Foods,4909.7,177.3
1978,41,Nabisco Group Holdings,4816,423.5
1978,42,Ashland,4785.6,164.3
1978,43,LTV,4703.3,-38.7
1978,44,Monsanto,4594.5,275.6
1978,45,Amerada Hess,4591.3,178.9
1978,46,Firestone Tire & Rubber,4426.9,110.2
1978,47,Citgo Petroleum,4388.2,210.2
1978,48,Marathon Oil,4252,197
1978,49,Boeing,4018.8,180.3
1978,50,3M,3980.3,412.9
1978,51,Sealed Air,3976.2,140.5
1978,52,Altria Group,3849.5,334.9
1978,53,Greyhound,3841.5,82.5
1978,54,Colgate-Palmolive,3837.2,160.5
1978,55,Ralston Purina,3756.3,142.7
1978,56,Georgia-Pacific,3675,262
1978,57,International Paper,3668.9,233.7
1978,58,Continental Group,3660.9,143.8
1978,59,Gulf & Western Industries,3643,150.3
1978,60,Deere,3604,255.6
1978,61,Coca-Cola,3559.9,326.2
1978,62,ARMCO,3549.2,119.8
1978,63,PepsiCo,3545.7,187.3
1978,64,McDonnell Douglas,3544.8,123
1978,65,American Can,3538.6,114
1978,66,BP America,3523.2,181.1
1978,67,Borden Chemical,3481.3,126.9
1978,68,Champion International,3442.3,138.6
1978,69,Litton Industries,3440.5,55.9
1978,70,Alcoa,3416.5,195.2
1978,71,Lockheed Martin,3372.8,55.4
1978,72,Getty Oil,3319.4,309.1
1978,73,Bendix,3283.2,118.1
1978,74,Weyerhaeuser,3282.8,303.9
1978,75,Sperry,3270,156.8
1978,76,TRW,3263.9,154.2
1978,77,National Intergroup,3138.9,60.1
1978,78,Farmland Industries,3016.4,N.A.
1978,79,Signal Companies,2964.4,101.5
1978,80,Honeywell Intl.,2922.8,135.3
1978,81,Johnson & Johnson,2914.1,247.3
1978,82,Honeywell,2911.1,145.1
1978,83,General Mills,2909.4,117
1978,84,Republic Steel,2909.4,41
1978,85,General Dynamics,2901.2,103.4
1978,86,Fortune Brands,2892,157.8
1978,87,Sara Lee,2891.9,88.1
1978,88,Bestfoods,2869.8,132.9
1978,89,Raytheon,2818.3,113.2
1978,90,Textron,2802.2,136.9
1978,91,CBS,2776.3,182
1978,92,Owens-Illinois,2767.3,91.3
1978,93,Wyeth,2685.1,306.2
1978,94,Ryerson Tull,2681.6,87.8
1978,95,Uniroyal,2581.9,34.8
1978,96,Warner-Lambert,2542.7,187.6
1978,97,Dresser Industries,2538.8,185.1
1978,98,NCR,2521.6,143.6
1978,99,PPG Industries,2505.8,91.7
1978,100,Chiquita Brands Intl.,2421.9,7.5
1978,101,American Cyanamid,2412.3,139.4
1978,102,Burlington Industries Equity,2388.2,89.9
1978,103,FMC,2373.2,120.6
1978,104,Reynolds Metals,2352.8,86.3
1978,105,Carnation,2334.7,109.1
1978,106,Celanese,2320,70
1978,107,OfficeMax,2315.8,115.6
1978,108,Crown Zellerbach,2307.2,109.2
1978,109,Singer,2294.3,94.2
1978,110,American Motors,2236.9,8.3
1978,111,Goodrich,2222.5,60.1
1978,112,Teledyne,2209.7,194.1
1978,113,Bristol-Myers Squibb,2191.4,174.3
1978,114,Kaisertech,2179.6,112.1
1978,115,Central Soya,2177.4,12.4
1978,116,Kerr-McGee,2164.8,119.2
1978,117,Standard Brands,2124.3,68.6
1978,118,Nabisco Brands,2117.6,78
1978,119,Archer Daniels Midland,2114.2,61.4
1978,120,Ingersoll-Rand,2112.8,117.7
1978,121,Eaton,2110.9,106.3
1978,122,GenCorp,2110.1,116
1978,123,Unisys,2090.8,215.2
1978,124,Texas Instruments,2046.5,116.6
1978,125,Combustion Engineering,2044.8,67.2
1978,126,Pfizer,2031.9,175.4
1978,127,BorgWarner,2031.9,104
1978,128,Iowa Beef Processors,2023.8,30
1978,129,St. Regis,1996.3,106.8
1978,130,Whirlpool,1936.6,109.8
1978,131,North American Philips,1916.8,63.7
1978,132,Babcock & Wilcox,1877.2,61.8
1978,133,Fruit of the Loom,1876.5,129.4
1978,134,Whitman,1873.3,78.5
1978,135,H.J. Heinz,1868.8,83.8
1978,136,Anheuser-Busch,1838,91.9
1978,137,Motorola,1833.9,106.3
1978,138,Mead,1821.8,98
1978,139,Emerson Electric,1809.2,142.1
1978,140,Fruehauf,1796.9,61
1978,141,Dana,1793.9,107.8
1978,142,American Standard,1792.2,100.8
1978,143,Campbell Soup,1769.1,107.1
1978,144,Lykes,1766.6,-189.7
1978,145,Norton Simon,1757,101.8
1978,146,Kimberly-Clark,1725.5,130.7
1978,147,Merck,1724.4,290.8
1978,148,Hercules,1697.8,57.9
1978,149,Avon Products,1648.5,191.5
1978,150,Associated Milk Producers,1640.7,N.A.
1978,151,Gould,1619.6,93.6
1978,152,American Broadcasting,1616.9,109.8
1978,153,Northrop Grumman,1601.4,66.2
1978,154,Dart Industries,1601,109.2
1978,155,Agway,1592.4,N.A.
1978,156,Ogden,1592.3,50
1978,157,Gillette,1587.2,79.7
1978,158,NL Industries,1587,66.4
1978,159,Furniture Brands Intl.,1566.4,76.8
1978,160,Levi Strauss,1559.3,129.8
1978,161,Grumman,1552.7,32.4
1978,162,Quaker Oats,1551.3,67.6
1978,163,J.P. Stevens,1539.2,35.2
1978,164,Allis-Chalmers,1537.7,67
1978,165,Kellogg,1533.4,138.2
1978,166,Maxus Energy,1530.4,162.1
1978,167,Coltec Industries,1525.5,69.5
1978,168,Scott Paper,1520.2,99.2
1978,169,Eli Lilly,1518,218.7
1978,170,Control Data,1493.4,63
1978,171,Del Monte Foods,1483.8,50.9
1978,172,Owens Corning,1480.5,112.5
1978,173,Kidde,1475,56.7
1978,174,Olin,1472.5,78.1
1978,175,Manville,1461.4,102.6
1978,176,Pillsbury,1460.8,57.9
1978,177,Martin Marietta,1439.8,102.1
1978,178,Charter,1431.8,20
1978,179,Walter Industries,1422.2,79.4
1978,180,Paccar,1419.6,75.5
1978,181,Land O'Lakes,1407.6,N.A.
1978,182,White Consolidated Industries,1400,53.8
1978,183,Safety-Kleen,1377.6,37.4
1978,184,Hewlett-Packard,1360,121.5
1978,185,White Motor,1356.4,19.6
1978,186,Koppers,1355.7,66.2
1978,187,Squibb,1341.6,112.5
1978,188,Studebaker-Worthington,1339.1,69.2
1978,189,AMAX,1337.7,69
1978,190,U.S. Industries,1333.6,42.9
1978,191,Carrier,1310.4,57.1
1978,192,Clark Equipment,1308.5,60.3
1978,193,Budd,1284.6,45.9
1978,194,Ethyl,1282.1,78
1978,195,Imcera Group,1280.2,108.2
1978,196,Cummins,1263.8,67
1978,197,Quantum Chemical,1256,85
1978,198,Time Warner,1249.8,90.5
1978,199,Pennzoil,1246.9,115.5
1978,200,Abbott Laboratories,1245,117.8
1978,201,Williams,1239.6,65.3
1978,202,Stauffer Chemical,1232.8,116
1978,203,Rohm & Haas,1232.2,43.2
1978,204,AMF,1229.2,42.7
1978,205,Marmon Group,1219.7,48.7
1978,206,Emhart,1199.3,59.4
1978,207,Foster Wheeler,1189,27.1
1978,208,Oscar Mayer,1188.4,35
1978,209,Genesco,1186.9,-135.8
1978,210,Sterling Drug,1183.6,85.8
1978,211,Heublein,1178.2,41.6
1978,212,USG,1176.9,59.8
1978,213,Tesoro,1175.7,-58.1
1978,214,Warner Communications,1143.8,70.8
1978,215,Revlon,1143.3,97.8
1978,216,Chromalloy American,1134.9,37.7
1978,217,Pharmacia,1134.3,91.5
1978,218,Crane,1133.8,66.2
1978,219,Times Mirror,1129.6,96.1
1978,220,Murphy Oil,1125.1,47.1
1978,221,Corning,1119.6,92.1
1978,222,Staley Continental,1116.6,24.5
1978,223,Hormel Foods,1106.3,22
1978,224,Armstrong Holdings,1089.4,40.4
1978,225,Union Camp,1081.7,114.7
1978,226,FINA,1076.4,39
1978,227,Tosco,1068.3,12.6
1978,228,Pet,1064.1,27
1978,229,GAF,1063.9,-47
1978,230,Polaroid,1061.9,92.3
1978,231,Digital Equipment,1058.6,108.5
1978,232,Gold Kist Holdings,1054.5,N.A.
1978,233,Crown Holdings,1049.1,53.8
1978,234,Sunbeam/Oster,1046.5,34.1
1978,235,Asarco,1045.8,-29.5
1978,236,McGraw-Edison,1044.3,57.3
1978,237,Sherwin-Williams,1036,-8.2
1978,238,J.E. Seagram,1032.7,30.5
1978,239,Castle & Cooke,1018.8,45
1978,240,Allegheny International,1002.1,25.4
1978,241,Westvaco,1000.6,61.9
1978,242,Brunswick,1000.4,37.1
1978,243,Zenith Electronics,996.1,-4.7
1978,244,MBPXL,986.5,5.3
1978,245,Diamond International,978.8,46.9
1978,246,Aeroquip-Vickers,978.7,58.9
1978,247,National Can,975.8,13.6
1978,248,Timken,974.4,74.4
1978,249,Wheeling Pittsburgh,966,-25.6
1978,250,Phelps Dodge,959.4,17.9
1978,251,Amstar,950.4,28.1
1978,252,Anderson Clayton,948,40.9
1978,253,Air Products & Chem.,947.2,67.7
1978,254,Schering-Plough,940.9,166.7
1978,255,United Merchants & Mfrs.,938.3,-191.9
1978,256,Jos. Schlitz Brewing,937.4,19.8
1978,257,Commonwealth Oil Refining,930.5,-18
1978,258,Kennecott,925.2,7.3
1978,259,Great Northern Nekoosa,923.8,77.3
1978,260,Eltra,922.1,42.5
1978,261,BOC,920.4,55.5
1978,262,Lear Siegler,920.3,37.1
1978,263,Evans Products,919.1,42.2
1978,264,Kane-Miller,916.7,2.4
1978,265,Brown Shoe,892.5,27.1
1978,266,MCA,877.6,95.1
1978,267,Blue Bell,876.6,70.7
1978,268,Premcor,876,14.3
1978,269,General Signal,875.5,47.9
1978,270,Clorox,872.8,32.3
1978,271,Lone Star Industries,861.3,29.7
1978,272,Norton,847.9,41.3
1978,273,Intl. Multifoods,847,20
1978,274,G.D. Searle,846.9,-28.4
1978,275,Baxter International,844.4,75.1
1978,276,Richardson-Vicks,836,57.2
1978,277,Pennwalt Corp,834.9,41.7
1978,278,Reliance Electric,829.1,53.5
1978,279,Certainteed,818.1,54.2
1978,280,Liggett Group,816.6,2.6
1978,281,WestPoint Stevens,816.6,26.9
1978,282,Peabody Holding,816.5,N.A.
1978,283,Black & Decker,811.7,51.7
1978,284,Akzona,808.8,7.5
1978,285,Chesebrough-Pond's,808,60.1
1978,286,Louisiana-Pacific,794.5,60
1978,287,St. Joe Minerals,791.3,67.8
1978,288,Campbell Taggart,787.4,25.9
1978,289,Hammermill Paper,787,19.6
1978,290,Lever Brothers,780.5,4.2
1978,291,US Pharmaceuticals,780.3,89.3
1978,292,Interlake,766.6,18.7
1978,293,Knight-Ridder,751.7,61.2
1978,294,National Gypsum,748.3,36.7
1978,295,Rexnord,744.1,44.1
1978,296,Universal Leaf Tobacco,737.3,19.6
1978,297,A.O. Smith,727.3,18.7
1978,298,Whittaker,720,16
